id,intent_action,intent_object,intent_qualifier,qualifier_theme,call_summary,sentiment,resolution
695782,"Payment Issue","Account Balance","Store Credit and Cashback Discrepancy","Missing Cashback","The customer called to dispute a discrepancy in their store credit balance and missing cashback from a previous order. The agent consulted a manager who stated the current balance was correct, but the customer was not satisfied and attempted to explain their calculations to the agent when the call ended.",Frustrated,No
695792,Return,Phone,"Product Defects and Return Status","Hardware Defects","The customer called to inquire about the status of a return request for a Galaxy Note 20, citing multiple defects. The agent confirmed receipt of the customer's claim and assured them that they would be contacted via email with updates regarding the return process.",Inquisitive,No
695793,"Technical Support","Device Software","Software Update Errors","Product Complaint","The customer purchased three refurbished tabs and is experiencing software issues, including Windows update errors and missing basic applications, on all devices. The agent advised the customer to raise a claim through their Revibe account, including a video description of the problem, and informed them that a team member would contact them within 24 hours (excluding weekends). The customer agreed to follow this process.",Inquisitive,No
695794,"Warranty Claim",Device,"Rejected Claim Status","Claim Status","The customer called to inquire about the status of their warranty claim for an iPhone 12 Pro. The agent informed the customer that their previous claim was rejected due to a lack of supporting evidence and provided detailed instructions on how to submit a new claim with the required photos and videos.",Inquisitive,No
695795,Inquiry,iPhone,"Status of returned device","Status Inquiry","The customer called to inquire about the status of an iPhone 11 that was returned due to a problem after two weeks of use. The agent informed the customer that the team was still processing iCloud credentials and would provide updates via email, but the customer stated they could not access email. The customer became highly frustrated with the lack of communication and ultimately told the agent to keep the phone and not issue a refund, indicating no resolution.",Angry,No
695797,"Warranty Claim",iPhone,"Post-Repair Faults","Hardware Defects","The customer called regarding an iPhone 12 that developed multiple faults, including Wi-Fi, Bluetooth, battery drain, and overheating issues, after being returned from a previous repair under warranty. The agent confirmed the existing warranty claim, added a note about visible glue on the screen, and provided an email address for the customer to submit a video of the device's issues, promising to forward it to the relevant team.",Inquisitive,No
695798,Complaint,Order,"Unexpected Order Cancellation",Cancellation,"The customer called because his iPhone order, placed several days ago, was unexpectedly cancelled. He was upset about losing a significant discount and needing the phone for his daughter's vacation. The agent was unable to resolve the issue on the call due to the relevant team being unavailable and promised to escalate it to management and follow up via email.",Angry,No
695800,Inquiry,iPhone,"Same-day pickup availability","Product Research","The customer inquired about picking up an iPhone 14 Pro today. The agent informed them that same-day pickup is not possible as there are no physical stores and delivery takes 2-7 business days. The customer decided to consider ordering online.",Inquisitive,No
695802,"Track Order",Order,"Delayed Delivery Third Party","Shipping Provider Issue","The customer called to inquire about a delayed order for a Galaxy Note 20, which had been in transit since March 28th and was handed over to a third-party courier by DHL. The agent provided DHL's contact information and advised the customer to call DHL to identify the third-party courier and track the parcel, thus the issue was not resolved on this call.",Inquisitive,No
695803,"Warranty Claim",iPhone,"Disputed Crack Damage","Product Complaint","The customer called to dispute the denial of a warranty claim for their iPhone, which Revibe stated had a new crack. The customer provided video evidence that the crack was not present when the device was handed over. The agent acknowledged the customer's video and promised to escalate the case to the technical and quality teams for further review, with an update to be provided via callback.",Angry,No
695804,Inquiry,"Store and Product","Store Location and Product Availability","Store Location","The customer inquired about the existence of a physical store and the availability of a specific phone model (S22 A-grade) they had seen online. The agent clarified that Revibe operates online only and explained the delivery timeframe for purchases. The customer accepted the information and ended the call.",Inquisitive,Yes
695805,Inquiry,Order,"Delivery Delay and Status Confusion","Delivery Delays","The customer called to inquire about a delayed smartphone order that had not been received, despite being told it was out for delivery. The agent confirmed the order was not yet shipped, escalated the issue to the managing team, and assured the customer it would be shipped before their travel date.",Inquisitive,No
695806,"Track Order",Order,"Delivery Date and Tracking","Status Inquiry","The customer called to inquire about the delivery date of a MacBook Pro order, noting conflicting information between the website and a previous support interaction, and a lack of tracking updates. The agent clarified the delivery timeframe, explained a website issue causing tracking delays, and escalated a request to expedite the order and update the tracking status. The customer expressed satisfaction with the explanation and the actions taken.",Inquisitive,Yes
695809,Refund,Refund,"Processing Delay","Refund Processing","The customer called regarding a delayed refund for a returned iPhone 12 Pro with a faulty earpiece speaker. The agent confirmed the customer's new return request was valid despite previous issues and provided a detailed timeline for the claim processing and refund issuance.",Frustrated,Yes
695814,Inquiry,Delivery,"Delivery Date Inquiry","Status Inquiry","The customer called to inquire about the delivery timeline for an iPhone 15 Pro Max they intended to purchase, as they needed it before an upcoming trip. The agent explained the standard and express delivery options, clarifying that express delivery would not be next-day due to weekend non-working days, and the earliest delivery would be Monday. The customer accepted this information.",Inquisitive,Yes
695819,Cancellation,Order,"Incorrect Postal Code","Address Issues","The customer called to inquire about a delayed delivery of their Galaxy Note 20, which was stalled due to an incorrect postal code provided to DHL. The customer requested to cancel the order and receive a refund, and the agent promised to escalate the issue with the shipping team and DHL, and call back with an update.",Frustrated,No
695820,"Track Order",Order,"Delivery Delay and Status","Delivery Delays","The customer called to inquire about the delayed delivery of their order and conflicting tracking information. The agent clarified the delivery timeline, explained the internal quality check process, and attributed potential delays to current global circumstances, resolving the customer's concerns.",Inquisitive,Yes
695824,"Sell Device",Device,"Delayed Pick-up",Trade-In,"The customer called to inquire about a delayed pick-up for a device they are selling to Revibe. The agent confirmed an address update and assured the customer that the courier would contact them within a day or two for the pick-up, but the pick-up itself was not completed on the call.",Frustrated,No
695827,"Warranty Claim","iPhone 11","Glitching Phone Collection","Claim Status","The customer called to inquire about the status of a warranty claim for their iPhone 11, which is glitching for the second time. The agent confirmed the claim details, explained the warranty process, and informed the customer that an air waybill is being created for device collection, with a potential replacement if the issue is unfixable. The call ended with the customer still inquiring about collection timelines, indicating the issue was not fully resolved on this call.",Inquisitive,No
695832,Inquiry,"Device Purchase","Cashback and Battery Capacity","Product Research","The customer called to inquire about a 400 cashback promotion for an iPhone 12 purchase using PayFlex and also asked about the battery capacity and cosmetic condition for a 'good condition' iPhone 12. The agent provided detailed explanations for both inquiries, and the customer expressed satisfaction with the information.",Inquisitive,Yes
695833,Inquiry,Device,"eSIM support and warranty details","Product Research","The customer called to inquire about a device they intend to purchase, specifically regarding eSIM support and the details of the 2-year warranty. The agent clarified that eSIM support cannot be confirmed before purchase and explained the return process if the device doesn't meet expectations, along with a comprehensive explanation of the warranty coverage and terms.",Inquisitive,Yes
695835,Inquiry,"Warranty Claim","Pickup Status","Claim Status","The customer called to inquire about the pickup status for her device's warranty claim, as the app showed ""pending in transit"" but she hadn't received a pickup notification. The agent explained the status, provided an estimated timeframe for the process, and advised the customer on obtaining proof of pickup, which the customer accepted.",Inquisitive,Yes
695839,Inquiry,iPhone,"Claim Status Update","Claim Status","The customer called to inquire about the status of their iPhone 11, which was sent in for a warranty claim due to a cellular data issue. The agent provided an update on the ongoing technical checks, stating the issue is still being investigated and the phone will be returned once fixed.",Inquisitive,No
695841,Return,Phone,"Battery Not Charging","Battery & Charging","The customer called about a newly purchased iPhone with a battery that was not charging. The agent explained the options for a warranty claim (repair) or a return for a refund, as a direct swap was not possible. The customer decided to proceed with a return for a refund and was advised to raise the request today to stay within the 10-day return window.",Inquisitive,Yes
695842,"Warranty Claim",Laptop,"Booting Problems","Hardware Defects","The customer called about a recently purchased laptop that is experiencing booting problems and displaying a recovery screen, indicating a hardware issue. The agent was unable to locate the order using the provided phone numbers and email, and the customer decided to call back on Monday with the order number.",Frustrated,No
695845,Inquiry,Order,"Wrong Shipping Address","Address Issues","The customer placed an order with an incorrect shipping address and called to inquire about changing it. The agent provided two methods for correction: emailing Revibe or updating it directly via the shipping company's tracking link. The customer chose to email Revibe and confirmed the order details.",Inquisitive,Yes
695847,"Payment Issue","Wallet Credit","Wallet Credit Not Linked","Payment Failures","The customer called to report an issue with using their wallet credit to purchase an iPhone 17. Despite having credit from a previous return, the system is not linking it to their account, an issue that has persisted for four days. The agent escalated the issue to management and promised to follow up, but the problem remained unresolved on this call.",Frustrated,No
695850,Refund,MacBook,"Refund Status Communication","Refund Processing","The customer called to inquire about the status of a refund for a cancelled MacBook order, expressing significant frustration over the lack of communication and resolution from the company. The agent was unable to provide an immediate resolution as the responsible team member was unavailable, promising a callback within 30 minutes.",Frustrated,No
695851,"Warranty Claim",Device,"Recurring Hardware Issues","Hardware Defects","The customer called to confirm the successful upload of a video related to a device claim. The agent confirmed receipt of the video and then listened to the customer explain recurring hardware issues with their iPhone 12 after a previous repair. The agent could not diagnose the problem but assured the customer that the tech team would review the video and contact them via email for further assistance.",Inquisitive,No
695852,Purchase,Price,"Customs and VAT","Pricing Inquiry","The customer called to inquire about additional costs like customs duties and VAT for a laptop purchase on the website. The agent clarified that the price displayed on the website is the final price, covering all shipping, handling, and customs. The customer was satisfied with the explanation and proceeded with the purchase.",Satisfied,Yes
695854,Refund,Order,"Cancelled Order Refund Status","Refund Processing","The customer called to inquire about the status of a refund for a cancelled iPhone order, which had not been processed for almost a month. The agent reported the issue to the managing team but could not provide an immediate resolution, promising to call the customer back once a response is received.",Frustrated,No
695858,"Sell Device",Payment,"IBAN Payment Issue","Payment Failures","The customer called to follow up on a payment for a device they sold to Revibe, as the company claimed their provided IBAN was incorrect. The agent could not resolve the payment issue directly as the relevant team member was unavailable, but promised to send a reminder for a follow-up.",Inquisitive,No
695860,Inquiry,Device,"Quality Check Delay","Quality Check Wait","The customer called to inquire about the status of an iPhone sent for quality check due to a faulty button, expressing frustration over the delay. The agent explained the standard QC process and promised to add an internal note to expedite the process, but the issue was not resolved on the call.",Frustrated,No
695861,Return,Device,"Screen Bubbling and Battery Issue","Hardware Defects","The customer called to return a Samsung mobile due to screen bubbling and battery issues. The agent explained the process for raising a warranty claim through the Revibe website, which the customer understood and agreed to follow.",Inquisitive,No
695862,"Warranty Claim",iPhone,"SIM Card and Mute Button Issues","Hardware Defects","The customer called regarding multiple issues with their iPhone 14 Pro, including a missing mute button and a non-functional SIM card slot, and to inquire about a warranty claim they had previously filed. The agent confirmed the warranty claim was received, filed a new complaint detailing both issues, and provided an estimated pickup time for the device.",Frustrated,No
695867,Inquiry,Return,"Status of Return Shipment","Status Inquiry","The customer called to inquire about the status of an iPhone 12 they returned due to overheating, as they had not received any updates after sending it via courier. The agent checked the tracking and informed the customer that the device was collected by the courier and was expected to be delivered to Revibe today, also explaining the subsequent quality check and refund process. The customer accepted the explanation and thanked the agent.",Satisfied,Yes
695870,Complaint,Order,"Unauthorized Cancellation, Pricing Discrepancy",Cancellation,"The customer called to inquire about a canceled order for an iPhone 14 Pro Max. The agent explained the cancellation was due to a quality check failure and lack of stock, but the customer believes it was due to a pricing error on the website. The customer expressed extreme frustration and requested an email with the invoice and cancellation reason, as well as a manager callback, indicating the issue was not resolved.",Angry,No
695873,Inquiry,"Store Location","Physical Store Location","Store Location","The customer called to inquire about the location of Revibe's physical store. The agent informed the customer that Revibe operates solely online and provided details on how to contact them for support and complaints, which the customer accepted.",Inquisitive,Yes
695874,"Warranty Claim","iPhone 12","Unable to Activate","Hardware Defects","The customer called regarding an iPhone 12 that was unable to activate. The agent assisted the customer in locating their claim number and thoroughly explained the return process, including device pickup, tracking, and the quality check timeline, which resolved the customer's immediate inquiry.",Inquisitive,Yes
695876,Inquiry,Promotions,"Cashback and Discount Application","Promotions & Vouchers","The customer called to inquire about the application of a cashback offer and a first-order discount for an iPhone 12 purchase. The agent clarified how both promotions work, including the final price after the discount and the voucher-based nature of the cashback, satisfying the customer.",Satisfied,Yes
695877,Return,Device,"Device Malfunction","Hardware Defects","The customer called regarding a recently purchased Samsung Galaxy Note 20 that is experiencing screen issues and overheating. The customer had attempted to raise a claim but did so incorrectly. The agent provided detailed, step-by-step instructions on how to properly submit a return claim through the website, including attaching media and selecting a refund method, and the customer agreed to follow these steps after the call.",Inquisitive,No
695878,Inquiry,Order,"Shipment on Hold","Shipping Provider Issue","The customer called to inquire about their iPhone 7 order, which showed a 'shipment on hold' status with DHL. The agent explained that this often indicates a customs clearance issue requiring additional information and provided the customer with DHL's contact numbers to resolve the matter directly.",Neutral,No
695881,"Warranty Claim",Claim,"Pending Manager Callback","Claim Status","The customer initially inquired about a physical store location in Pretoria, but the agent clarified that Revibe is an online-only store. The customer then raised an issue about a pending claim for which a manager had promised a callback, and the agent offered to call the customer immediately to address it.",Neutral,No
695882,Inquiry,Store,"Physical Store Location, Device Authenticity","Store Location","The customer called to inquire if Revibe has a physical store in Dubai and to confirm the authenticity of the devices sold online. The agent informed the customer that Revibe operates online only and sells original, refurbished devices. The customer acknowledged the information and thanked the agent.",Inquisitive,Yes
695883,Inquiry,"Warranty Claim","Delayed Device Return","Delivery Delays","The customer called to follow up on a warranty claim for a device that was sent for repair/replacement three months prior. The device has not been returned, and the tracking information is missing. The agent escalated the issue to a manager and filed a complaint with the warehouse, promising a quicker resolution and compensation, but the customer will need to call back for updates.",Frustrated,No
695884,Inquiry,"Charging Cable","Missing from Warranty Replacement","Wrong or Missing Item","The customer received a warranty replacement iPhone 11, but the charging cable was missing from the package. The customer called to inquire about the missing cable and was instructed by the agent to file a new claim for it. The call ended abruptly with music playing before full resolution.",Angry,No
695888,Return,Device,"Wrong Device, Damaged, Claim Status","Wrong or Missing Item","The customer received an incorrect and damaged device, and was confused about the status of their return claim. The agent confirmed the claim was received and is under processing, assuring the customer they would receive a response via email with available solutions.",Inquisitive,Yes
695890,Return,iPhone,"Faulty Device, App Issues","Hardware Defects","The customer called to inquire about the status of a return request for a faulty iPhone 13 Pro Max. The agent advised the customer to file a warranty claim instead of a return to avoid a 10% deduction, and provided detailed instructions on how to do so via the app, including how to reduce image size for upload. The issue was not resolved on the call as the customer still needs to submit the correct claim and expressed frustration with the app's functionality.",Frustrated,No
695892,Complaint,Order,"Wrong Size/Model Received","Wrong or Missing Item","The customer called because they received an iPad that was the wrong size and potentially the wrong model compared to their order. The agent confirmed the discrepancy and instructed the customer on how to raise a claim for a replacement or return, which the customer agreed to do.",Inquisitive,Yes
695895,"Warranty Claim",iPhone,"SIM Card Not Working","SIM & Connectivity","The customer called about an iPhone 14 Pro Max that stopped reading one of its dual SIM cards after two weeks, a recurring issue for them. The agent explained the 12-month warranty process and instructed the customer on how to raise a claim online for repair or exchange. The customer, though frustrated about the inconvenience, agreed to proceed with raising the claim online.",Frustrated,No
695899,"Warranty Claim",Phone,"Charging Issue Claim Status","Claim Status","The customer called to inquire about the status of a warranty claim for an iPhone 13 Pro Max that was not charging. The customer was confused because a previous claim had been closed, but the agent confirmed that a new claim was active and pending collection. The agent also provided details on the collection process and expected timelines.",Inquisitive,Yes
695900,"Track Order",Order,"Order Not Found","Status Inquiry","The customer called to inquire about the status of an order. The agent was unable to locate the order using the phone number, order number, or email address provided by the customer. The agent promised to call the customer back within 30 minutes after further investigation.",Inquisitive,No
695904,Inquiry,Return,"Return Status Discrepancy","Return Process","The customer called to inquire about the status of a returned Dell Latitude laptop. The agent found that the return was marked as canceled, despite the customer confirming they handed it over to the courier. The agent escalated the issue to managers, filed a complaint, and assured the customer the issue would be fixed, also noting the customer's preference for store credit.",Inquisitive,No
695905,Purchase,Device,"Delivery Timeframe","Delivery Delays","The customer called to inquire about the delivery timeframe for a laptop they intend to purchase, expressing concern about the standard 2-7 business day estimate due to an urgent need. The agent clarified delivery expectations, mentioned the possibility of courier pickup, and confirmed that estimated delivery times are displayed on the website before ordering. The customer was satisfied with the information and decided to proceed with placing the order.",Frustrated,Yes
695908,Complaint,"Charger Adapter","Incompatible Charger Adapter","Wrong or Missing Item","The customer received a MacBook Pro with an incompatible charger adapter, as the adapter port does not match the C-type cable or the device's ports. The agent instructed the customer to raise a claim through the application, including a screenshot of the incorrect adapter, to arrange for a replacement. The customer agreed to proceed with raising the claim.",Frustrated,No
695911,Return,Phone,"Video Upload Issue","Video Upload Issue","The customer called to report an issue with uploading a video as proof for a phone return, as the website only allows picture uploads. The agent suggested refreshing the page and requested the order number to investigate further, indicating the issue was not resolved during the call.",Inquisitive,No
695913,Inquiry,"Refund and New Phone Purchase","Status and Store Credit Conversion","Refund Processing","The customer called to inquire about the status of a phone sent for return. The agent informed him the refund was processed to his bank, but the customer requested to convert it to store credit for a new phone purchase. The agent facilitated this change and provided details for a new iPhone 17, with the customer planning to follow up on Monday.",Inquisitive,No
695915,Inquiry,General,General,"Initial or Unclear Contact","The customer initiated a call and exchanged greetings with the agent. The customer's reason for calling has not yet been stated.",Neutral,No
695918,"Track Order",Order,"Delivery Timeline Confusion","Delivery Delays","The customer called to inquire about the delivery timeline of their phone order, which they believed was taking longer than expected and was confused about its origin from Dubai. The agent clarified the updated delivery policy, explaining that the order is within the new expected timeframe. The customer accepted the explanation and was satisfied.",Satisfied,Yes
695919,Inquiry,Refund,"Store Credit Coupon","Refund Processing","The customer called to inquire about the status of a store credit refund for a cancelled iPhone order and how to use the credit. The agent confirmed the refund was processed as store credit, explained the timing for receiving the coupon code, and provided instructions on how to use it for a new purchase, resolving the customer's questions.",Inquisitive,Yes
695920,Complaint,Order,"Unilateral Order Cancellation",Cancellation,"The customer called to complain about a unilaterally cancelled order for an iPhone 14 Pro Max, which they had purchased with a significant discount. The customer did not initiate the cancellation and is demanding the original discounted price or the price difference. The agent explained the order was cancelled because the device did not pass inspection and no alternative was available, and reiterated that a complaint has been filed and a response will be provided via email within 48 hours, but the issue was not resolved on the call.",Angry,No
695921,Inquiry,"Store Information","Operating Hours and Location","Store Location","The customer inquired about Revibe's weekend operating hours and physical store location. The agent clarified that the company is closed on weekends and operates solely online, with its main location in Dubai. The customer accepted the information provided.",Inquisitive,Yes
695922,Inquiry,"Returned iPhone","Status of Returned Device","Return Process","The customer called to inquire about the status of an iPhone they had returned. The agent confirmed the device was received and explained the 13-day processing timeline, assuring the customer they would receive updates via email within the next week.",Inquisitive,Yes
695927,Refund,iPhone,"Store Credit Instead of Bank Account","Refund Processing","The customer called to inquire about a refund for a returned iPhone that was issued as store credit instead of being transferred to their personal bank account. The agent promised to escalate the issue to the relevant team for resolution, and also clarified how the customer could use their existing store credit for a new purchase.",Frustrated,No
695928,"Technical Support",iPhone,"Activation Issue","Product Complaint","The customer received a new iPhone that displays a message stating it cannot be activated and to contact Apple support. The agent instructed the customer to raise a claim on the Revibe website, providing steps for signing in and submitting the claim with details and proof of the issue. The customer's issue was not resolved on the call, as they need to complete further steps independently.",Inquisitive,No
695934,"Track Order",Order,"Delivery Delay, Customs Hold","Delivery Delays","The customer called about a significantly delayed order for a Dell Latitude E5270, which was past its revised delivery date. The agent identified the issue as the shipment being stuck in customs in Johannesburg and placed the customer on hold to contact DHL for further information.",Frustrated,No
695936,"Technical Support","iPhone 13 Pro","Defective Charging and Display","Hardware Defects","The customer called about a defective iPhone 13 Pro with charging and display issues, seeking information on repair or exchange. The agent confirmed an existing repair claim, explained the 13-day repair and return process, and informed the customer that an exchange for a different storage capacity was not possible. The customer accepted the information.",Inquisitive,Yes
695937,Inquiry,"iPhone Return","Return Process Timeline","Return Process","The customer called to inquire about the status and process of a return request for an iPhone 14 Pro Max. The agent explained the steps involved, including the 24-hour processing for the request, the issuance of a shipping label, courier pickup, and the quality check timeline. The customer accepted the explanation and thanked the agent.",Inquisitive,Yes
695938,Return,iPad,"Incorrect Size/Model Received","Wrong or Missing Item","The customer called to complain that the iPad they received was not the 10.9-inch model advertised on the website, believing it was a smaller, older version. The agent confirmed the serial number matched the ordered iPad Air and offered a free return with a full refund, which the customer accepted.",Frustrated,Yes
695940,Inquiry,"Device Return","Return Tracking Status","Status Inquiry","The customer called to inquire about the status of a returned iPhone 13, expressing confusion and frustration over conflicting collection dates and a lack of tracking updates. The agent was unable to provide an immediate resolution and promised to investigate the issue with the courier and provide an update via email.",Frustrated,No
695941,Inquiry,"Device Return","Status and Communication Issues","Return Process","The customer called to inquire about the status of an iPhone 15 Plus they had sold to Revibe, expressing frustration over delays and lack of communication after rejecting the initial offer. The agent clarified the device's status, explained the communication issues due to an email change, and provided a tracking link for the return shipment, which the customer accepted.",Satisfied,Yes
695942,"Warranty Claim",Phone,"Rejected Return Claim for Microphone Issue","Hardware Defects","The customer called about a faulty iPhone with a microphone issue, whose initial return claim was rejected due to insufficient proof and an expired return window. The agent advised the customer to file a warranty claim instead and reported the issue internally, providing a clear path forward which the customer accepted.",Frustrated,Yes
695946,"Technical Support",MacBook,"Password Locked Device","Hardware Defects","The customer received a new MacBook that was password-locked, preventing access. The agent provided several potential passwords, and the customer successfully unlocked the device using '1234', confirming it was the correct product and appeared to be wiped of previous user data.",Satisfied,Yes
695950,Inquiry,Order,"Partial Order Delivery","Wrong or Missing Item","The customer called to inquire about a missing cell phone from an order, having received only one device despite purchasing two. The agent explained that separate deliveries are possible and assured the customer the second phone would arrive, with the customer stating they would call back if it did not.",Inquisitive,No
695952,"Track Order",Order,"Customs Clearance Hold","Shipping Provider Issue","The customer called because their iPhone 13 order was held up by DHL, requiring importer information. The agent provided the customer with the DHL customs clearance and customer support numbers, advising them to contact DHL directly to provide the necessary ID information. The customer accepted the information and thanked the agent.",Inquisitive,Yes
